x	y
0	0.636703631019336
1	0.376273697680496
2	0.37260019896653
3	0.372090639676227
4	0.372001622872487
5	0.371984719464887
6	0.371981397038824
7	0.371980734159493
8	0.371980601025511
9	0.3719805742075
10	0.371980568798225
11	0.371980567706509
12	0.371980567486117
13	0.37198056744162
14	0.371980567432635
15	0.371980567430821
16	0.371980567430455
17	0.371980567430381
18	0.371980567430366
19	0.371980567430363
20	0.371980567430362
