x	y
0	6.13464874185291
1	4.92346414425533
2	3.94128739041825
3	3.17078382107516
4	2.57234376108111
5	2.10658864667551
6	1.74125738315062
7	1.45176027091144
8	1.21985764061517
9	1.03211334438567
10	0.878600645325226
11	0.751928142797817
12	0.646536292288142
13	0.558196903720454
14	0.483657907165191
15	0.420390204364431
16	0.3664059291949
17	0.320126778388604
18	0.280287667041994
19	0.245865510037296
20	0.216026039661965
