x	y	showSelected1
0	0.636703631019336	0
1	0.376273697680496	1
2	0.37260019896653	2
3	0.372090639676227	3
4	0.372001622872487	4
5	0.371984719464887	5
6	0.371981397038824	6
7	0.371980734159493	7
8	0.371980601025511	8
9	0.3719805742075	9
10	0.371980568798225	10
11	0.371980567706509	11
12	0.371980567486117	12
13	0.37198056744162	13
14	0.371980567432635	14
15	0.371980567430821	15
16	0.371980567430455	16
17	0.371980567430381	17
18	0.371980567430366	18
19	0.371980567430363	19
20	0.371980567430362	20
